model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,original_micro_f1,modified_micro_f1,micro_f1_pct_change,p_value,significance
GPT2,negation,0.5091482047364401,0.5070537305831424,-0.41136826837715496,"{'micro_f1': 0.6826516220028209, 'LOCATION': {'f1': 0.7932489451476793, 'support': 114}, 'ORGANIZATION': {'f1': 0.6211180124223602, 'support': 85}, 'PRODUCT': {'f1': 0.5283018867924528, 'support': 25}, 'ART': {'f1': 0.7636363636363637, 'support': 21}, 'PERSON': {'f1': 0.8470588235294119, 'support': 36}, 'BUILDING': {'f1': 0.5925925925925926, 'support': 16}, 'EVENT': {'f1': 0.4166666666666667, 'support': 16}, 'OTHER': {'f1': 0.417910447761194, 'support': 30}, 'support': 343}","{'micro_f1': 0.6832116788321168, 'LOCATION': {'f1': 0.7631578947368421, 'support': 106}, 'ORGANIZATION': {'f1': 0.6582278481012659, 'support': 82}, 'PRODUCT': {'f1': 0.5283018867924528, 'support': 25}, 'PERSON': {'f1': 0.813953488372093, 'support': 36}, 'BUILDING': {'f1': 0.6363636363636364, 'support': 14}, 'ART': {'f1': 0.9302325581395349, 'support': 20}, 'EVENT': {'f1': 0.4166666666666667, 'support': 16}, 'OTHER': {'f1': 0.417910447761194, 'support': 30}, 'LOCATION-BASED': {'f1': 0.0, 'support': 4}, 'support': 333}",0.08204138263858331,0.9449308643141254,ns
GPT2,temporal_bias,0.5587852390373398,0.5323377369595858,-4.73303520388568,"{'micro_f1': 0.6952789699570816, 'PERSON': {'f1': 0.7727272727272727, 'support': 42}, 'PRODUCT': {'f1': 0.5945945945945946, 'support': 19}, 'OTHER': {'f1': 0.5333333333333332, 'support': 25}, 'LOCATION': {'f1': 0.7669172932330828, 'support': 62}, 'ORGANIZATION': {'f1': 0.6486486486486486, 'support': 58}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'ART': {'f1': 0.75, 'support': 9}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}","{'micro_f1': 0.6767241379310346, 'PERSON': {'f1': 0.7640449438202246, 'support': 42}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'OTHER': {'f1': 0.5333333333333332, 'support': 25}, 'LOCATION': {'f1': 0.7575757575757576, 'support': 62}, 'ORGANIZATION': {'f1': 0.6168224299065421, 'support': 58}, 'PRODUCT': {'f1': 0.5714285714285714, 'support': 19}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'ART': {'f1': 0.6, 'support': 9}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}",-2.6686888037462686,0.11484960926328612,ns
GPT2,active_to_passive,0.5392831206556696,0.5412154798320375,0.35831998116657526,"{'micro_f1': 0.7016706443914081, 'ORGANIZATION': {'f1': 0.6172839506172839, 'support': 41}, 'LOCATION': {'f1': 0.7749999999999999, 'support': 39}, 'PERSON': {'f1': 0.8695652173913043, 'support': 55}, 'ART': {'f1': 0.7000000000000001, 'support': 9}, 'PRODUCT': {'f1': 0.5945945945945946, 'support': 18}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 10}, 'OTHER': {'f1': 0.46511627906976744, 'support': 23}, 'EVENT': {'f1': 0.5, 'support': 12}, 'support': 207}","{'micro_f1': 0.6888361045130641, 'PERSON': {'f1': 0.8141592920353982, 'support': 55}, 'ORGANIZATION': {'f1': 0.5783132530120483, 'support': 41}, 'LOCATION': {'f1': 0.776470588235294, 'support': 39}, 'ART': {'f1': 0.7777777777777778, 'support': 9}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 17}, 'BUILDING': {'f1': 0.6363636363636365, 'support': 10}, 'OTHER': {'f1': 0.5853658536585366, 'support': 22}, 'EVENT': {'f1': 0.5, 'support': 12}, 'support': 205}",-1.829140207151753,0.8988794462172778,ns
GPT2,derivation,0.5278787140679724,0.49892771337784125,-5.484403882669769,"{'micro_f1': 0.6666666666666666, 'LOCATION': {'f1': 0.8224299065420562, 'support': 51}, 'PERSON': {'f1': 0.761904761904762, 'support': 30}, 'ORGANIZATION': {'f1': 0.6428571428571429, 'support': 44}, 'OTHER': {'f1': 0.36363636363636365, 'support': 11}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'ART': {'f1': 0.4444444444444445, 'support': 4}, 'PRODUCT': {'f1': 0.28571428571428564, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'support': 170}","{'micro_f1': 0.6257309941520467, 'LOCATION': {'f1': 0.7766990291262136, 'support': 47}, 'PERSON': {'f1': 0.761904761904762, 'support': 30}, 'ORGANIZATION': {'f1': 0.5853658536585366, 'support': 42}, 'OTHER': {'f1': 0.43478260869565216, 'support': 11}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'ART': {'f1': 0.4, 'support': 4}, 'PRODUCT': {'f1': 0.1904761904761905, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'LOCATION-NATIVE': {'f1': 0.0, 'support': 1}, 'LOCATIONAN': {'f1': 0.0, 'support': 1}, 'support': 168}",-6.14035087719299,0.07504773652740881,.
GPT2,punctuation,0.5063583449574162,0.5206895692886405,2.8302534112338145,"{'micro_f1': 0.6626262626262626, 'PERSON': {'f1': 0.8224299065420562, 'support': 51}, 'LOCATION': {'f1': 0.7555555555555556, 'support': 60}, 'ORGANIZATION': {'f1': 0.52, 'support': 56}, 'OTHER': {'f1': 0.5333333333333333, 'support': 30}, 'EVENT': {'f1': 0.56, 'support': 14}, 'PRODUCT': {'f1': 0.45714285714285713, 'support': 17}, 'ART': {'f1': 0.8000000000000002, 'support': 10}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 8}, 'support': 246}","{'micro_f1': 0.6666666666666666, 'PERSON': {'f1': 0.8076923076923077, 'support': 50}, 'LOCATION': {'f1': 0.7384615384615385, 'support': 58}, 'ORGANIZATION': {'f1': 0.5544554455445545, 'support': 56}, 'OTHER': {'f1': 0.5423728813559322, 'support': 30}, 'EVENT': {'f1': 0.64, 'support': 14}, 'PRODUCT': {'f1': 0.47058823529411764, 'support': 17}, 'ART': {'f1': 0.888888888888889, 'support': 10}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENTTO': {'f1': 0.0, 'support': 1}, 'support': 245}",0.6097560975609796,0.47668869326164165,ns
GPT2,casual,0.4827365728900256,0.48563664596273287,0.6007568590349931,"{'micro_f1': 0.6652078774617067, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.6222222222222222, 'support': 74}, 'PERSON': {'f1': 0.7804878048780488, 'support': 42}, 'PRODUCT': {'f1': 0.5106382978723404, 'support': 23}, 'LOCATION': {'f1': 0.761904761904762, 'support': 57}, 'EVENT': {'f1': 0.28571428571428575, 'support': 5}, 'OTHER': {'f1': 0.20000000000000004, 'support': 10}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'support': 230}","{'micro_f1': 0.6710526315789473, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.5909090909090908, 'support': 72}, 'PERSON': {'f1': 0.7317073170731706, 'support': 42}, 'PRODUCT': {'f1': 0.5, 'support': 23}, 'LOCATION': {'f1': 0.7839999999999999, 'support': 56}, 'EVENT': {'f1': 0.4000000000000001, 'support': 5}, 'OTHER': {'f1': 0.7058823529411764, 'support': 10}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",0.8786357340720266,0.8676071167755057,ns
GPT2,geographical_bias,0.5940064260998517,0.6057660491097024,1.9797130962138796,"{'micro_f1': 0.6676646706586826, 'ORGANIZATION': {'f1': 0.6194029850746268, 'support': 140}, 'EVENT': {'f1': 0.48484848484848486, 'support': 37}, 'ART': {'f1': 0.0, 'support': 0}, 'LOCATION': {'f1': 0.8363636363636364, 'support': 72}, 'PRODUCT': {'f1': 0.41935483870967744, 'support': 29}, 'PERSON': {'f1': 1.0, 'support': 37}, 'OTHER': {'f1': 0.0, 'support': 4}, 'BUILDING': {'f1': 0.5, 'support': 10}, 'support': 329}","{'micro_f1': 0.6305732484076433, 'ORGANIZATION': {'f1': 0.6696428571428571, 'support': 104}, 'EVENT': {'f1': 0.6071428571428571, 'support': 28}, 'LOCATION': {'f1': 0.7457627118644068, 'support': 84}, 'PRODUCT': {'f1': 0.3404255319148936, 'support': 23}, 'PERSON': {'f1': 0.7792207792207793, 'support': 39}, 'BUILDING': {'f1': 0.11764705882352941, 'support': 12}, 'OTHER': {'f1': 0.15384615384615385, 'support': 12}, 'ART': {'f1': 0.0, 'support': 9}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 313}",-5.555396875267776,0.9577607326913631,ns
BERT,capitalization,0.7302121848739495,0.72143837535014,-1.201542470196387,"{'micro_f1': 0.7837837837837838, 'PRODUCT': {'f1': 0.7083333333333334, 'support': 25}, 'PERSON': {'f1': 0.8536585365853658, 'support': 41}, 'OTHER': {'f1': 0.7368421052631579, 'support': 31}, 'LOCATION': {'f1': 0.8928571428571428, 'support': 53}, 'ORGANIZATION': {'f1': 0.7311827956989246, 'support': 51}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.823529411764706, 'support': 8}, 'ART': {'f1': 0.3157894736842105, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 224}","{'micro_f1': 0.7664399092970522, 'PRODUCT': {'f1': 0.6808510638297872, 'support': 24}, 'PERSON': {'f1': 0.8292682926829268, 'support': 41}, 'OTHER': {'f1': 0.7142857142857142, 'support': 30}, 'LOCATION': {'f1': 0.8828828828828829, 'support': 52}, 'ORGANIZATION': {'f1': 0.7311827956989246, 'support': 51}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.7058823529411765, 'support': 8}, 'ART': {'f1': 0.3157894736842105, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 221}",-2.2128391586519602,0.043114446783075355,*
BERT,coordinating_conjunction,0.7495961688584639,0.772433395384215,3.046603954837326,"{'micro_f1': 0.7813411078717202, 'PERSON': {'f1': 0.830188679245283, 'support': 29}, 'LOCATION': {'f1': 0.838709677419355, 'support': 72}, 'PRODUCT': {'f1': 0.761904761904762, 'support': 12}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 4}, 'ORGANIZATION': {'f1': 0.6500000000000001, 'support': 42}, 'EVENT': {'f1': 0.6, 'support': 5}, 'OTHER': {'f1': 1.0, 'support': 7}, 'ART': {'f1': 1.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 174}","{'micro_f1': 0.7938931297709924, 'PERSON': {'f1': 0.9333333333333333, 'support': 31}, 'LOCATION': {'f1': 0.8333333333333334, 'support': 83}, 'PRODUCT': {'f1': 0.8148148148148148, 'support': 15}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 4}, 'ORGANIZATION': {'f1': 0.6511627906976744, 'support': 45}, 'EVENT': {'f1': 0.6666666666666666, 'support': 6}, 'LOCATION-BASED': {'f1': 0.0, 'support': 2}, 'OTHER': {'f1': 0.9333333333333332, 'support': 9}, 'ART': {'f1': 1.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 199}",1.6064714594964022,0.36449834270772996,ns
BERT,length_bias,0.6367131217035309,0.5989794217575547,-5.92632673330485,"{'micro_f1': 0.7288503253796096, 'ART': {'f1': 0.5499999999999999, 'support': 13}, 'ORGANIZATION': {'f1': 0.7401574803149605, 'support': 74}, 'PERSON': {'f1': 0.8433734939759037, 'support': 42}, 'PRODUCT': {'f1': 0.6222222222222223, 'support': 23}, 'LOCATION': {'f1': 0.8346456692913385, 'support': 57}, 'EVENT': {'f1': 0.22222222222222224, 'support': 5}, 'OTHER': {'f1': 0.33333333333333326, 'support': 10}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'support': 230}","{'micro_f1': 0.715203426124197, 'ART': {'f1': 0.5499999999999999, 'support': 13}, 'ORGANIZATION': {'f1': 0.6870229007633587, 'support': 72}, 'PERSON': {'f1': 0.8500000000000001, 'support': 42}, 'PRODUCT': {'f1': 0.6808510638297872, 'support': 23}, 'LOCATION': {'f1': 0.78125, 'support': 56}, 'EVENT': {'f1': 0.22222222222222224, 'support': 5}, 'OTHER': {'f1': 0.7058823529411764, 'support': 10}, 'BUILDING': {'f1': 0.7272727272727272, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",-1.8723870704598868,0.28870320558474605,ns
BERT,concept_replacement,0.6526798864342117,0.6323209259022408,-3.1192872578314197,"{'micro_f1': 0.7490039840637451, 'LOCATION': {'f1': 0.8552631578947367, 'support': 71}, 'ORGANIZATION': {'f1': 0.7090909090909091, 'support': 65}, 'PERSON': {'f1': 0.8470588235294119, 'support': 42}, 'ART': {'f1': 0.6046511627906977, 'support': 14}, 'PRODUCT': {'f1': 0.6500000000000001, 'support': 21}, 'OTHER': {'f1': 0.6341463414634146, 'support': 21}, 'EVENT': {'f1': 0.47619047619047616, 'support': 11}, 'BUILDING': {'f1': 0.8000000000000002, 'support': 5}, 'support': 250}","{'micro_f1': 0.7272727272727272, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'LOCATION': {'f1': 0.84, 'support': 69}, 'ORGANIZATION': {'f1': 0.6956521739130435, 'support': 65}, 'PERSON': {'f1': 0.8139534883720929, 'support': 42}, 'ART': {'f1': 0.5909090909090909, 'support': 14}, 'PRODUCT': {'f1': 0.6, 'support': 21}, 'OTHER': {'f1': 0.5500000000000002, 'support': 21}, 'EVENT': {'f1': 0.5714285714285713, 'support': 11}, 'BUILDING': {'f1': 0.888888888888889, 'support': 5}, 'support': 249}",-2.901353965183779,0.19573426149244444,ns
