task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_entities,modified_entities
ner,claude-3-5-sonnet,active_to_passive_100,"Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","Caunter remained a regular character until he was axed by new executive producer Louise Berridge in 2003, a decision which she later stated she regretted.","[{""text"": ""Louise Berridge"", ""value"": ""PERSON""}, {""text"": ""Caunter"", ""value"": ""PERSON""}]","[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,54,"[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]","[{'text': 'Caunter', 'value': 'PERSON'}, {'text': 'Louise Berridge', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,active_to_passive_100,The 20Q AI can draw its own conclusions on how to interpret the information.,Conclusions on how to interpret the information can be drawn by the 20Q AI.,"[{""text"": ""20Q AI"", ""value"": ""PRODUCT""}]",[{'20Q AI': 'PRODUCT'}],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,57,[{'20Q AI': 'PRODUCT'}],"[{'text': '20Q AI', 'value': 'PRODUCT'}]"
ner,claude-3-5-sonnet,active_to_passive_100,Greece fielded a four-strong table tennis team at the 2004 Olympic Games after being granted permission to use host nation qualification places.,A four-strong table tennis team was fielded by Greece at the 2004 Olympic Games after being granted permission to use host nation qualification places.,"[{""text"": ""Greece"", ""value"": ""LOCATION""}, {""text"": ""2004 Olympic Games"", ""value"": ""EVENT""}]","[{'Greece': 'LOCATION'}, {'2004 Olympic Games': 'EVENT'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,58,"[{'Greece': 'LOCATION'}, {'2004 Olympic Games': 'EVENT'}]","[{'text': 'Greece', 'value': 'LOCATION'}, {'text': '2004 Olympic Games', 'value': 'EVENT'}]"
ner,claude-3-5-sonnet,active_to_passive_100,"In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","In 1919, Lucile Rodier was married to Gagnon, also a pupil of William Bremner.","[{""text"": ""Gagnon"", ""value"": ""PERSON""}, {""text"": ""Lucile Rodier"", ""value"": ""PERSON""}, {""text"": ""William Bremner"", ""value"": ""PERSON""}]","[{'Lucile Rodier': 'PERSON'}, {'Gagnon': 'PERSON'}, {'William Bremner': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,59,"[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]","[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,active_to_passive_100,"The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the statue could look towards the nearby Church of the Holy Apostles.","The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the statue could be positioned to look towards the nearby Church of the Holy Apostles.","[{""text"": ""Church of the Holy Apostles"", ""value"": ""BUILDING""}]",[{'Church of the Holy Apostles': 'BUILDING'}],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,62,[{'Church of the Holy Apostles': 'BUILDING'}],"[{'text': 'Church of the Holy Apostles', 'value': 'BUILDING'}]"
ner,claude-3-5-sonnet,active_to_passive_100,Both versions of the band continued touring and recording new music concurrently.,Touring and recording new music concurrently were continued by both versions of the band.,[],[],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,63,[],[]
ner,claude-3-5-sonnet,active_to_passive_100,He also was trained at the Royal Danish Academy of Fine Arts in Copenhagen under Professor Einar Utzon-Frank from 1945-1946.,Training was also received at the Royal Danish Academy of Fine Arts in Copenhagen under Professor Einar Utzon-Frank from 1945-1946.,"[{""text"": ""Royal Danish Academy of Fine Arts"", ""value"": ""ORGANIZATION""}, {""text"": ""Copenhagen"", ""value"": ""LOCATION""}, {""text"": ""Einar Utzon-Frank"", ""value"": ""PERSON""}]","[{'Royal Danish Academy of Fine Arts': 'ORGANIZATION'}, {'Copenhagen': 'LOCATION'}, {'Einar Utzon-Frank': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,67,"[{'Royal Danish Academy of Fine Arts': 'ORGANIZATION'}, {'Copenhagen': 'LOCATION'}, {'Einar Utzon-Frank': 'PERSON'}]","[{'text': 'Royal Danish Academy of Fine Arts', 'value': 'ORGANIZATION'}, {'text': 'Copenhagen', 'value': 'LOCATION'}, {'text': 'Einar Utzon-Frank', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,active_to_passive_100,Saunders lost to Fitch by unanimous decision.,A unanimous decision was made in favor of Fitch against Saunders.,"[{""text"": ""Saunders"", ""value"": ""PERSON""}, {""text"": ""Fitch"", ""value"": ""PERSON""}]","[{'Fitch': 'PERSON'}, {'Saunders': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,68,"[{'Saunders': 'PERSON'}, {'Fitch': 'PERSON'}]","[{'text': 'Saunders', 'value': 'PERSON'}, {'text': 'Fitch', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,active_to_passive_100,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,A group of animals found exclusively in aquatic and mostly marine environments are known as the Cnidaria.,"[{""text"": ""Cnidaria"", ""value"": ""OTHER""}]",[{'Cnidaria': 'OTHER'}],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,69,[{'Cnidaria': 'OTHER'}],"[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,claude-3-5-sonnet,active_to_passive_100,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","Individual rooms, each with its own en-suite bathroom facilities, were entirely comprised by the 117-bed facility.",[],[],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,71,[],[]
ner,claude-3-5-sonnet,active_to_passive_100,"The B-52 pilot, Major Larry G.Messinger, later recalled,","It was later recalled by the B-52 pilot, Major Larry G.Messinger,","[{""text"": ""B-52"", ""value"": ""PRODUCT""}, {""text"": ""Larry G.Messinger"", ""value"": ""PERSON""}]","[{'B-52': 'PRODUCT'}, {'Larry G.Messinger': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,73,"[{'B-52': 'PRODUCT'}, {'Larry G.Messinger': 'PERSON'}]","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,active_to_passive_100,The Austro-Hungarian Navy built and operated two classes of protected cruisers.,Two classes of protected cruisers were built and operated by the Austro-Hungarian Navy.,"[{""text"": ""Austro-Hungarian Navy"", ""value"": ""ORGANIZATION""}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],True,True,both_correct,,,,,claude-0shot-active_to_passive_100.csv,75,[{'Austro-Hungarian Navy': 'ORGANIZATION'}],"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]"
ner,claude-3-5-sonnet,capitalization_100,"The B-52 pilot, Major Larry G.Messinger, later recalled,","The B-52 PILOT, Major Larry G.Messinger, later recalled,","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,0,"[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,capitalization_100,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of ANIMALS found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,1,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,claude-3-5-sonnet,capitalization_100,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of animals found EXCLUSIVELY in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,2,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,claude-3-5-sonnet,capitalization_100,"Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","INTERNAL conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]","[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,3,"[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]","[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,capitalization_100,They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,They were set to take on rival Oregon State in the QUARTERFINALS of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,5,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]"
ner,claude-3-5-sonnet,capitalization_100,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of animals found exclusively in aquatic and MoStLy marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,8,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,claude-3-5-sonnet,capitalization_100,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'cnidaria', 'value': 'OTHER'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,17,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'cnidaria', 'value': 'OTHER'}]"
ner,claude-3-5-sonnet,capitalization_100,They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,They were set to take on rival oregon state in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Pac-12 Tournament', 'value': 'EVENT'}, {'text': 'oregon state', 'value': 'ORGANIZATION'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,18,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Pac-12 Tournament', 'value': 'EVENT'}, {'text': 'oregon state', 'value': 'ORGANIZATION'}]"
ner,claude-3-5-sonnet,capitalization_100,"The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","The story had been adapted to the stage in 1939 at the martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,21,"[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]"
ner,claude-3-5-sonnet,capitalization_100,It was produced by Richard D.Zanuck and David Brown.,It was produced by richard D.Zanuck and David Brown.,"[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'Richard D.Zanuck', 'value': 'PERSON'}]","[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'richard D.Zanuck', 'value': 'PERSON'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,23,"[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'Richard D.Zanuck', 'value': 'PERSON'}]","[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'richard D.Zanuck', 'value': 'PERSON'}]"
ner,claude-3-5-sonnet,capitalization_100,"As a longer loaf, it may well have been the origin of French bread as bakers there attempted to adopt the steam method to produce their baguettes.","As a longer loaf, it may well have been the origin of french bread as bakers there attempted to adopt the steam method to produce their baguettes.","[{'text': 'French', 'value': 'LOCATION'}]","[{'text': 'french', 'value': 'LOCATION'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,30,"[{'text': 'French', 'value': 'LOCATION'}]","[{'text': 'french', 'value': 'LOCATION'}]"
ner,claude-3-5-sonnet,capitalization_100,The Austro-Hungarian Navy built and operated two classes of protected cruisers.,The austro-hungarian navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]",True,True,both_correct,,,,,claude-0shot-capitalization_100.csv,31,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]"
