task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_clusters,modified_clusters
coref,mixtral,active_to_passive_100,The clown smiled at the child and he cried.,The child was smiled at by the clown and he cried.,1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,20,1,1
coref,mixtral,active_to_passive_100,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,"A replacement for Facebook is expected to be served by Google Plus, but enough active users are still not possessed by it.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,24,0,0
coref,mixtral,active_to_passive_100,"Olivia wants to make amends with Emily, but she is apprehensive.","Amends are wanted to be made with Emily by Olivia, but she is apprehensive.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,26,0,0
coref,mixtral,active_to_passive_100,The pen is mightier than the sword because it can be used to write world-changing documents.,The pen is considered mightier than the sword because world-changing documents can be written with it.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,30,0,0
coref,mixtral,active_to_passive_100,Pigs are better than sheep because they make bacon.,Pigs are considered better than sheep because bacon is made by them.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,32,0,0
coref,mixtral,active_to_passive_100,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","Dickfos was first known to the AFL fan when appearances were made by him in State of Origin matches, impressing for Queensland.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,35,0,0
coref,mixtral,active_to_passive_100,Hallums did not appeal to American President Bush to help earn his release.,An appeal was not made by Hallums to American President Bush to help earn his release.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,39,0,0
coref,mixtral,active_to_passive_100,"Toyota has the luxury brand Lexus, although they typically sell for the average consumer.","The luxury brand Lexus is owned by Toyota, although they are typically sold for the average consumer.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,40,1,1
coref,mixtral,active_to_passive_100,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,More success is attributed to James Cameron than to Michael Bay because more worldwide sales are generated by his movies.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,41,0,0
coref,mixtral,active_to_passive_100,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,"Bugs is asked by the doctor if the potion was drunk by him; insulted at the idea, he leaves.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,45,0,0
coref,mixtral,active_to_passive_100,"Jim was delighted to see Jack, because he brightened up his day.","Jim was delighted to see Jack, because his day was brightened up by him.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,49,1,1
coref,mixtral,active_to_passive_100,Joe put Bob in the time machine and he went to the future.,Bob was put in the time machine by Joe and he went to the future.,1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,51,1,1
coref,mixtral,active_to_passive_100,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but it is discovered that more backpackers have been invited by him to stay with them.,1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,57,1,1
coref,mixtral,active_to_passive_100,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","An attempt is then made by Eclipso to kill Mehdi, but it is found that he is too strong.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,58,1,1
coref,mixtral,active_to_passive_100,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Reagan was not hit directly by Hinckley, but he was seriously wounded when a bullet, having ricocheted off the side of the presidential limousine, struck him in the chest.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,60,1,1
coref,mixtral,active_to_passive_100,John visited Luke in the hospital because he lived close by.,Luke was visited by John in the hospital because he lived close by.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,61,0,0
coref,mixtral,active_to_passive_100,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.","Stronger performance in the polls is being shown by Rick Perry than by Mitt Romney, but the lead is expected to be maintained by him.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,62,0,0
coref,mixtral,active_to_passive_100,The professor gave the student a bad grade because he was strict.,A bad grade was given to the student by the professor because he was strict.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,66,0,0
coref,mixtral,active_to_passive_100,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Regina is asked by Wanda if she wants to go with him, but leaving Owuor is not wanted by Regina.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,67,1,1
coref,mixtral,active_to_passive_100,Lily gave Amber a hug because she was sorry.,Amber was given a hug by Lily because she was sorry.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,69,0,0
coref,mixtral,active_to_passive_100,Liverpool lost to Manchester United because they were a superior team.,The loss was suffered by Liverpool to Manchester United because they were a superior team.,1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,70,1,1
coref,mixtral,active_to_passive_100,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.","An attempt is made by the villagers to have the werewolves executed, but the werewolves are instead exiled by the clan leader.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,73,0,0
coref,mixtral,active_to_passive_100,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,"Sometimes, videos for Kev Jumbo are guest-starred in by Ryan Higa because he wants his friend's videos to succeed as well.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,76,0,0
coref,mixtral,active_to_passive_100,Lakshman asked Vivan to get him some ice cream because he was hot.,Vivan was asked by Lakshman to get some ice cream for him because he was hot.,0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,77,0,0
coref,mixtral,active_to_passive_100,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,"Prisoners are interrogated by The Punishers and, when finished, are executed via an electric chair-like molecular disintegrator by them.",1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,78,1,1
coref,mixtral,active_to_passive_100,The chef held the waiter so that he would not flee.,The waiter was held by the chef so that he would not flee.,1,1,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,84,1,1
coref,mixtral,active_to_passive_100,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When it is realized by Saul where Javadi is going, Carrie and Quinn are immediately sent there by him to intercept Javadi.",0,0,True,True,both_correct,,,,,mixtral-0shot-active_to_passive_100.csv,90,0,0
coref,mixtral,capitalization_100,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he raised charges of FRAUD which led to the staging of a new election for governor.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,0,0,0
coref,mixtral,capitalization_100,Pigs are better than sheep because they make bacon.,Pigs are better than sheep because THEY make bacon.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,1,0,0
coref,mixtral,capitalization_100,The violin fell off the table because someone knocked it off.,The VIOLIN fell off the table because someone knocked it off.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,2,0,0
coref,mixtral,capitalization_100,The blimp hit the tree because it lost air.,The BLIMP hit the tree because it lost air.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,3,0,0
coref,mixtral,capitalization_100,The employer talked to the employee about being loyal to him.,The employer talked to the EMPLOYEE about being loyal to him.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,4,0,0
coref,mixtral,capitalization_100,The cat was afraid of the dog because it was timid.,The cat was afraid of the DOG because it was timid.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,5,0,0
coref,mixtral,capitalization_100,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like BLACK LABEL SOCIETY.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,6,0,0
coref,mixtral,capitalization_100,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to KILL Noelia, but doesn't know if she can go along with this.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,7,0,0
coref,mixtral,capitalization_100,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the SPANIARD Salvador Cardona, but his second place in the stage gave him the lead in the general classification.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,8,0,0
coref,mixtral,capitalization_100,The humans were afraid of the robots because they were weak.,The HUMANS were afraid of the robots because they were weak.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,9,0,0
coref,mixtral,capitalization_100,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again HE would kill him.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,11,0,0
coref,mixtral,capitalization_100,The ghost entered the house because it was haunting.,The GHOST entered the house because it was haunting.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,12,0,0
coref,mixtral,capitalization_100,The lion saw the fish and it was swimming.,The lion saw the FISH and it was swimming.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,22,1,1
coref,mixtral,capitalization_100,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were annoyed by the other students in the ACTIVITY center because they were using the racquetball courts to play badminton.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,23,1,1
coref,mixtral,capitalization_100,The violin fell off the table because someone knocked it off.,the violin fell off the table because someone knocked it off.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,26,0,0
coref,mixtral,capitalization_100,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,27,0,0
coref,mixtral,capitalization_100,A chicken pecked at a bug and it ate it.,a chicken pecked at a bug and it ate it.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,29,0,0
coref,mixtral,capitalization_100,Lakshman asked Vivan to get him some ice cream because he was hot.,Lakshman asked vivan to get him some ice cream because he was hot.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,30,0,0
coref,mixtral,capitalization_100,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,31,0,0
coref,mixtral,capitalization_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","the committee increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,32,0,0
coref,mixtral,capitalization_100,"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","the u.s.s enterprise tried to assist a sister ship, but they arrived too late to save them.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,33,0,0
coref,mixtral,capitalization_100,The car passed the truck because it was going too slow.,the car passed the truck because it was going too slow.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,34,0,0
coref,mixtral,capitalization_100,The fisherman hooked a big fish but he dropped his pole.,the fisherman hooked a big fish but he dropped his pole.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,35,0,0
coref,mixtral,capitalization_100,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,the Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,37,1,1
coref,mixtral,capitalization_100,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,the racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,40,1,1
coref,mixtral,capitalization_100,A chicken pecked at a bug and it ran away.,a chicken pecked at a bug and it ran away.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,46,1,1
coref,mixtral,capitalization_100,The hyenas scavenged from the lions because they were desperate.,The hyEnAs scavenged from the lions because they were desperate.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,49,0,0
coref,mixtral,capitalization_100,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after hE hEaRs a poem that he had written.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,50,0,0
coref,mixtral,capitalization_100,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because iT is a better game.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,51,0,0
coref,mixtral,capitalization_100,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, so tHeY denied their ability to gather.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,52,0,0
coref,mixtral,capitalization_100,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after hIm, but he trips and falls.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,53,0,0
coref,mixtral,capitalization_100,The professor gave the student a bad grade because he was strict.,The pRoFeSsOr gave the student a bad grade because he was strict.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,54,0,0
coref,mixtral,capitalization_100,The ghost entered the house because it was haunting.,The gHoSt entered the house because it was haunting.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,56,0,0
coref,mixtral,capitalization_100,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed nigaHiga in Youtube subscribers, but he wants to increase the gap even more.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,57,0,0
coref,mixtral,capitalization_100,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Karen because sHe was worried for her cub.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,58,0,0
coref,mixtral,capitalization_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The cOmMiTtEe increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,59,0,0
coref,mixtral,capitalization_100,The clown smiled at the child and he offered him a balloon.,The clown smiled at the child and hE offered him a balloon.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,60,0,0
coref,mixtral,capitalization_100,The fisherman hooked a big fish but he dropped his pole.,The fisherman hooked a big fish but hE dRoPpEd his pole.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,61,0,0
coref,mixtral,capitalization_100,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with ThEm.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,62,1,1
coref,mixtral,capitalization_100,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in NiXoN accepting covert payments.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,68,1,1
coref,mixtral,capitalization_100,Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but sHe returned several weeks later.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,70,1,1
coref,mixtral,capitalization_100,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is jealous when sHe starts seeing Chas.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,71,1,1
coref,mixtral,capitalization_100,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that injures Barbara, but She shoots Larry dead.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,75,0,0
coref,mixtral,capitalization_100,The cat was afraid of the dog because it was timid.,The Cat was afraid of the dog because it was timid.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,76,0,0
coref,mixtral,capitalization_100,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but His second place in the stage gave him the lead in the general classification.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,77,0,0
coref,mixtral,capitalization_100,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to Put Jennifer ashore, but after she has given her sleeping pills.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,78,0,0
coref,mixtral,capitalization_100,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, But she notices that the tobacco smell comes from her clothes.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,79,0,0
coref,mixtral,capitalization_100,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Esaias was not related to Willem van de Velde, but He was the cousin of Jan van de Velde.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,80,0,0
coref,mixtral,capitalization_100,The humans were afraid of the robots because they were weak.,The Humans were afraid of the robots because they were weak.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,81,0,0
coref,mixtral,capitalization_100,The professor gave the student a bad grade because he was strict.,The Professor gave the student a bad grade because he was strict.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,82,0,0
coref,mixtral,capitalization_100,The employer talked to the employee about being loyal to him.,The Employer talked to the employee about being loyal to him.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,83,0,0
coref,mixtral,capitalization_100,The cat was afraid of the dog because it was timid.,The cat was afraid of the dog because It was timid.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,84,0,0
coref,mixtral,capitalization_100,"George scored against Thomas in the shootout, so he won the game.","George scored against Thomas in the shootout, so He won the game.",0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,85,0,0
coref,mixtral,capitalization_100,A chicken pecked at a bug and it ate it.,A Chicken pecked at a bug and it ate it.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,86,0,0
coref,mixtral,capitalization_100,The keys typed the words because they were meant to be typed on.,The keys Typed the words because they were meant to be typed on.,0,0,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,87,0,0
coref,mixtral,capitalization_100,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not Hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,89,1,1
coref,mixtral,capitalization_100,Fleece feels better than cotton since they are of worse quality.,Fleece feels better than Cotton since they are of worse quality.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,94,1,1
coref,mixtral,capitalization_100,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball Players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,98,1,1
coref,mixtral,capitalization_100,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly tires to seduce Emma, but She turns her down.",1,1,True,True,both_correct,,,,,mixtral-0shot-capitalization_100.csv,99,1,1
coref,mixtral,casual_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee jacked up the dance ticket prices for the students, but then they backtracked on that call.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,3,0,0
coref,mixtral,casual_100,The employer talked to the employee about firing him.,The boss had a chat with the worker about letting him go.,1,1,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,8,1,1
coref,mixtral,casual_100,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.","Rick Perry's beating Mitt Romney in the polls, but he's sure he'll stay in front.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,10,0,0
coref,mixtral,casual_100,Bonnie is still a little freaked out about being attacked by Ashley but she is grateful to Stefan who saved her life.,"Bonnie's still kinda freaked about getting jumped by Ashley, but she's super thankful to Stefan for saving her life.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,11,0,0
coref,mixtral,casual_100,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The cops were worried about letting the protesters get together, so they shut down their plans to meet up.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,12,0,0
coref,mixtral,casual_100,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad got beat by Estelito Mendoza, but then he called out fraud and that's why they had to do the whole governor election over again.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,13,0,0
coref,mixtral,casual_100,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Mike Phelps got a fine from Judge Louis'cause he got busted with illegal stuff.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,15,0,0
coref,mixtral,casual_100,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to tell the dude, but nobody's listening to his complaints.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,16,0,0
coref,mixtral,casual_100,"At first, Emma has a hard time accepting Maria as the not-so-dead Francesca, but she comes around eventually.","At first, Emma can't really wrap her head around Maria being the not-so-dead Francesca, but she gets the hang of it after a bit.",1,1,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,19,1,1
coref,mixtral,casual_100,The off-campus apartments were preferred to the on-campus apartments because they were cheaper.,Folks liked the off-campus apartments better than the ones on-campus'cause they were less pricey.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,21,0,0
coref,mixtral,casual_100,The paintball player was mad at the referee because he was called out but shouldn't.,The paintball dude was ticked off at the ref'cause he got called out when he totally shouldn't have.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,22,0,0
coref,mixtral,casual_100,Tricia then asks Julia if she has experienced any return of the night terrors.,Tricia then asked Julia if she's had any more of those night terrors.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,23,0,0
coref,mixtral,casual_100,Pigs are better than sheep because they make bacon.,Pigs beat sheep'cause they make bacon.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,24,0,0
coref,mixtral,casual_100,Kathy paid Jane to leave but she returned several weeks later.,"Kathy gave Jane some cash to take off, but she came back a few weeks later.",1,1,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,31,1,1
coref,mixtral,casual_100,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin heads over to chat with Gael but finds out he's invited more backpackers to crash with them.,1,1,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,33,1,1
coref,mixtral,casual_100,"Janet is in love with Wanda, but her father insists on her marrying a French lord.","Janet's totally into Wanda, but her dad's all about her tying the knot with some French lord.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,34,0,0
coref,mixtral,casual_100,"George scored against Thomas in the shootout, so he won the game.","George nailed it against Thomas in the shootout, and that's how he snagged the win.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,35,0,0
coref,mixtral,casual_100,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL fan first heard about Dickfos when he showed up in State of Origin games, nailing it for Queensland.",0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,36,0,0
coref,mixtral,casual_100,The professor gave the student a bad grade because he was strict.,The prof was tough on the kid and dished out a lousy grade.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,37,0,0
coref,mixtral,casual_100,My teacher asked a student to make sentences because he wanted to see him write.,My teacher told some kid to whip up sentences'cause he was keen to watch him scribble away.,0,0,True,True,both_correct,,,,,mixtral-0shot-casual_100.csv,38,0,0
