key,side,num_constraints,num_satisfied,compliance_rate,strict_success,constraints_json
2590,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": false}]"
1098,modified,1,0,0.0,0,"[{""constraint_id"": ""combination:two_responses"", ""passed"": false}]"
1251,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:number_words"", ""passed"": false}]"
3073,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": false}]"
1012,modified,2,1,50.0,0,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}, {""constraint_id"": ""detectable_format:title"", ""passed"": false}]"
3710,modified,3,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""detectable_format:title"", ""passed"": false}, {""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
2229,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:title"", ""passed"": false}]"
1305,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}, {""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}]"
3709,modified,2,0,0.0,0,"[{""constraint_id"": ""startend:quotation"", ""passed"": false}, {""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
16,modified,2,1,50.0,0,"[{""constraint_id"": ""detectable_format:title"", ""passed"": false}, {""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}]"
2844,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": false}]"
2505,modified,1,1,100.0,1,"[{""constraint_id"": ""startend:end_checker"", ""passed"": true}]"
3691,modified,2,1,50.0,0,"[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}]"
3369,modified,2,2,100.0,1,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}, {""constraint_id"": ""keywords:frequency"", ""passed"": true}]"
1137,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:json_format"", ""passed"": false}, {""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
2250,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": false}]"
1377,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": false}]"
2829,modified,1,0,0.0,0,"[{""constraint_id"": ""startend:quotation"", ""passed"": false}]"
1476,modified,2,0,0.0,0,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}]"
3434,modified,2,0,0.0,0,"[{""constraint_id"": ""change_case:english_lowercase"", ""passed"": false}, {""constraint_id"": ""length_constraints:nth_paragraph_first_word"", ""passed"": false}]"
1392,modified,3,1,33.333333333333336,0,"[{""constraint_id"": ""detectable_format:title"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
3429,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}]"
1021,modified,2,0,0.0,0,"[{""constraint_id"": ""change_case:english_capital"", ""passed"": false}, {""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": false}]"
163,modified,2,1,50.0,0,"[{""constraint_id"": ""startend:quotation"", ""passed"": false}, {""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
3166,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
2422,modified,2,0,0.0,0,"[{""constraint_id"": ""change_case:english_capital"", ""passed"": false}, {""constraint_id"": ""detectable_format:title"", ""passed"": false}]"
2069,modified,2,2,100.0,1,"[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
3513,modified,1,0,0.0,0,"[{""constraint_id"": ""change_case:capital_word_frequency"", ""passed"": false}]"
3739,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}]"
1281,modified,2,1,50.0,0,"[{""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}, {""constraint_id"": ""keywords:existence"", ""passed"": false}]"
2925,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": false}]"
201,modified,1,1,100.0,1,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
2567,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:existence"", ""passed"": false}]"
19,modified,2,2,100.0,1,"[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
1005,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": false}]"
3025,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}]"
1072,modified,1,1,100.0,1,"[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
2617,modified,1,0,0.0,0,"[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}]"
1939,modified,1,1,100.0,1,"[{""constraint_id"": ""startend:end_checker"", ""passed"": true}]"
2314,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}]"
3081,modified,1,0,0.0,0,"[{""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
3724,modified,3,2,66.66666666666667,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""startend:end_checker"", ""passed"": true}]"
3195,modified,3,2,66.66666666666667,0,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""language:response_language"", ""passed"": false}]"
1375,modified,2,0,0.0,0,"[{""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": false}, {""constraint_id"": ""keywords:existence"", ""passed"": false}]"
2070,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
240,modified,1,0,0.0,0,"[{""constraint_id"": ""language:response_language"", ""passed"": false}]"
3538,modified,2,2,100.0,1,"[{""constraint_id"": ""keywords:frequency"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
1739,modified,2,1,50.0,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""language:response_language"", ""passed"": false}]"
3744,modified,2,0,0.0,0,"[{""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": false}, {""constraint_id"": ""language:response_language"", ""passed"": false}]"
1402,modified,2,1,50.0,0,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}, {""constraint_id"": ""keywords:forbidden_words"", ""passed"": false}]"
3079,modified,1,0,0.0,0,"[{""constraint_id"": ""startend:end_checker"", ""passed"": false}]"
2273,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
3669,modified,2,1,50.0,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""language:response_language"", ""passed"": false}]"
3743,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": false}]"
1571,modified,3,1,33.333333333333336,0,"[{""constraint_id"": ""keywords:frequency"", ""passed"": true}, {""constraint_id"": ""change_case:english_lowercase"", ""passed"": false}, {""constraint_id"": ""keywords:existence"", ""passed"": false}]"
2918,modified,1,0,0.0,0,"[{""constraint_id"": ""combination:two_responses"", ""passed"": false}]"
1845,modified,2,0,0.0,0,"[{""constraint_id"": ""keywords:existence"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": false}]"
2653,modified,2,1,50.0,0,"[{""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}, {""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": false}]"
1367,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
3534,modified,3,0,0.0,0,"[{""constraint_id"": ""change_case:english_lowercase"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_sentences"", ""passed"": false}]"
2909,modified,2,1,50.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}, {""constraint_id"": ""length_constraints:number_words"", ""passed"": true}]"
2417,modified,1,0,0.0,0,"[{""constraint_id"": ""punctuation:no_comma"", ""passed"": false}]"
168,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": false}]"
1800,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_content:postscript"", ""passed"": false}]"
227,modified,1,0,0.0,0,"[{""constraint_id"": ""detectable_format:constrained_response"", ""passed"": false}]"
