key,side,num_constraints,num_satisfied,compliance_rate,strict_success,eval_text,constraints_json
1154,original,1,1,100.0,1,"ਸੌਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰ ਦੇ ਤਕਨੀਕੀ ਹੁਨਰਾਂ ਦਾ ਮੁਲਾਂਕਣ ਰੂਬਰਿਕ

1. ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾਵਾਂ ਦੀ ਮੁਹਾਰਤ (1-5 ਅੰਕ)
- 5: ਕਈ ਭਾਸ਼ਾਵਾਂ ਵਿੱਚ ਮਾਹਰ
- 3: ਮੱਧਮ ਗਿਆਨ
- 1: ਸ਼ੁਰੂਆਤੀ ਪੱਧਰ

2. ਕੋਡ ਗੁਣਵੱਤਾ (1-5 ਅੰਕ)
- 5: ਉੱਚ-ਪੱਧਰੀ, ਸਾਫ਼ ਕੋਡ
- 3: ਠੀਕ-ਠਾਕ ਕੋਡ
- 1: ਘੱਟ ਗੁਣਵੱਤਾ

3. ਸਮੱਸਿਆ ਹੱਲ ਕਰਨ ਦੀ ਯੋਗਤਾ (1-5 ਅੰਕ)
- 5: ਉੱਤਮ ਵਿਸ਼ਲੇਸ਼ਣ ਅਤੇ ਹੱਲ
- 3: ਔਸਤ ਹੱਲ
- 1: ਮੁਢਲੀ ਸਮਝ

4. ਡੇਟਾਬੇਸ ਗਿਆਨ (1-5 ਅੰਕ)
- 5: ਗਹਿਰੀ ਸਮਝ
- 3: ਬੁਨਿਆਦੀ ਗਿਆਨ
- 1: ਸੀਮਤ ਗਿਆਨ

5. ਸਿਸਟਮ ਡਿਜ਼ਾਈਨ (1-5 ਅੰਕ)
- 5: ਉੱਚ ਪੱਧਰੀ ਡਿਜ਼ਾਈਨ ਯੋਗਤਾ
- 3: ਮੱਧਮ ਯੋਗਤਾ
- 1: ਬੇਸਿਕ ਸਮਝ

6. ਟੈਸਟਿੰਗ ਅਤੇ ਡੀਬੱਗਿੰਗ (1-5 ਅੰਕ)
- 5: ਮਾਹਰ ਪੱਧਰ
- 3: ਠੀਕ-ਠਾਕ
- 1: ਸ਼ੁਰੂਆਤੀ ਪ","[{""constraint_id"": ""language:response_language"", ""passed"": true}]"
1619,original,2,2,100.0,1,"Title: ""Next Level Device""

Verse 1:
Got this new phone in my hand, it's [Brand Name] latest drop
Screen so crisp at [Number] frames, resolution never stops
[Color] finish looking clean, premium design on top
Battery life's insane, this power never gonna flop

Chorus:
Next level, next level device
Paid [Price] but it's worth the price
Features so smooth like rolling dice
Living in the future, ain't thinking twice

Verse 2:
Camera system's crazy, [Number] megapixels sharp
Night mode shooting perfect, like daylight in the dark
[AI Feature] making life easy, this phone's playing smart
From gaming to creating, this device is pure art

Bridge:
Storage space for days, no need to compromise
[Security Feature] keeping all my data wise
Smooth like butter when I swipe and slide
This is the future, take it for a ride

(Repeat Chorus)

P.P.S. The square brackets in this rap represent customizable elements that can be filled with actual specifications, making the rap adaptable to any new smartphone release. For example, [Brand Name] could be Apple, Samsung, or any other manufacturer, while [Price] could be adjusted based on the actual cost of the device.","[{""constraint_id"": ""detectable_content:postscript"", ""passed"": true}, {""constraint_id"": ""detectable_content:number_placeholders"", ""passed"": true}]"
2969,original,1,1,100.0,1,"<<Beautiful Day Sailor - Classic Sloop For Sale>>

Looking for the perfect entry into the world of sailing? This elegant 22-foot sloop is your ticket to countless adventures on the water. Perfect for beginners and experienced sailors alike, this well-maintained vessel offers simplicity and joy in one beautiful package.

Specifications:
| Feature | Details |
|---------|----------|
| Length | 22 feet |
| Beam | 7.5 feet |
| Draft | 3 feet |
| Year | 2018 |
| Hull Material | Fiberglass |
| Engine | 8HP Yamaha outboard |
| Sails | Main and jib (2020) |
| Berths | 2 adults |

This user-friendly sloop features a clean, simple layout that makes sailing a breeze. The spacious cockpit comfortably seats four, while the cabin provides shelter and storage. Recent upgrades include new standing rigging and a freshly painted bottom.

Perfect for:
- Day sailing
- Weekend getaways
- Learning to sail
- Harbor cruising

Asking $12,500 - Ready to sail today!
Contact John at (555) 123-4567 or email: johnsails@email.com

Located in Marina Del Rey, CA
Viewings available by appointment","[{""constraint_id"": ""detectable_format:title"", ""passed"": true}]"
3256,original,3,3,100.0,1,"<<The Whiskers of Wonder>>

Through windows she peers with bright golden eyes.
Each movement and shadow draws curious sighs!
Up high on the bookshelf then down to the floor-
Behind every curtain there's more to explore.

What's under the couch? She must take a peek!
The rustling paper makes her whiskers tweak.
A box in the corner brings endless delight.
She pokes at the shadows all day and all night.

Her nose leads to treasures in places unknown:
A dust bunny here and a bug that has flown.
Into cupboards and corners her quest never ends-
For mystery and mischief are her dearest friends!","[{""constraint_id"": ""length_constraints:number_sentences"", ""passed"": true}, {""constraint_id"": ""detectable_format:title"", ""passed"": true}, {""constraint_id"": ""punctuation:no_comma"", ""passed"": true}]"
2912,original,2,2,100.0,1,"Scene 1:

Alex: ""I'm going around avoiding specific marks in my speech.""

Ben: ""Me as well! Isn't this a neat idea?""

Alex: ""Indeed! Though I find myself slipping up a tiny bit.""

Ben: ""Tell me more! I keep thinking my attempts are perfect.""

Alex: ""That's the thing - you said three forbidden marks right there!""

Ben: ""Oh no! This is harder than I anticipated!""

******

Scene 2:

Alex: ""Let's try again. Maybe we should speak slower.""

Ben: ""True! Taking time might help our mission.""

Alex: ""Wait! Stop! Every time we talk, the letter appears!""

Ben: ""This is torture! I can't take it anymore!""

Alex: ""The more we try to stop, the more we use it!""

Ben: ""Perhaps we're terrible at this little test.""

Alex: ""Let's just accept that we totally failed.""

Ben: ""At least we tried our best to participate!""

(The letter 't' appears approximately 35 times in this dialogue)","[{""constraint_id"": ""combination:two_responses"", ""passed"": true}, {""constraint_id"": ""keywords:letter_frequency"", ""passed"": true}]"
1287,original,2,2,100.0,1,"in the flowing river of time, john of brienne's path to jerusalem's crown came like leaves carried by the wind

* when jerusalem needed a king in 1210, the nobles sought a worthy warrior to wed their young queen maria of montferrat, like seeking a strong branch to support a delicate flower

* though born as a younger son in france with little prospect of greatness, john's reputation for wisdom and martial skill drew the attention of those who guarded jerusalem's destiny, like a distant star suddenly growing bright

* through marriage to queen maria, john became king of jerusalem, though fate's currents would later sweep maria away in childbirth, leaving him to serve as regent for their daughter, like a lone pine watching over a young sapling

thus did a humble french nobleman find himself wearing jerusalem's crown, showing how the path of life flows in unexpected ways, carrying us to shores we never imagined","[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": true}, {""constraint_id"": ""change_case:english_lowercase"", ""passed"": true}]"
2751,original,2,2,100.0,1,"""The Google Pixel 3A represents a compelling mid-range smartphone that delivers exceptional value while maintaining many of the premium features found in its more expensive siblings. Released in 2019, this device successfully bridges the gap between budget and flagship smartphones, offering an impressive combination of performance, camera capabilities, and pure Android experience.

The Pixel 3A features a 5.6-inch OLED display with a resolution of 2220 x 1080 pixels (FHD+), providing vibrant colors and deep blacks characteristic of OLED technology. The screen's 18.5:9 aspect ratio makes it comfortable to hold and operate with one hand, while the Always-On Display feature allows users to check time and notifications at a glance.

Under the hood, the device is powered by the Qualcomm Snapdragon 670 processor, paired with 4GB of RAM and 64GB of internal storage. While not the most powerful chipset available, it delivers smooth performance for everyday tasks, from web browsing and social media to light gaming and multimedia consumption. The pure Android experience, free from bloatware and unnecessary customizations, contributes to the phone's fluid operation.

One of the standout features of the Pixel 3A is its camera system. The 12.2-megapixel rear camera, though single-lens, leverages Google's advanced computational photography capabilities to capture stunning photos in various lighting conditions. Features like Night Sight for low-light photography, Portrait Mode for professional-looking depth effects, and Top Shot for capturing the perfect moment make this device punch well above its weight class in terms of photography. The 8-megapixel front-facing camera also delivers impressive selfies with natural colors and good detail.

The device houses a 3,000mAh battery that supports 18W fast charging through its USB-C port. Users can expect a full day of moderate use on a single charge, and the included fast charger can restore up to 7 hours of use with just 15 minutes of charging. While wireless charging is absent, the efficient battery management and quick charging capabilities help compensate for this omission.

Additional features include a rear-mounted fingerprint sensor for secure authentication, stereo speakers for improved audio experience, and the increasingly rare 3.5mm headphone jack – a welcome inclusion for users who prefer traditional wired headphones. The device also benefits from Google's commitment to regular security updates and major Android version upgrades.

Built with a polycarbonate body instead of glass and metal, the Pixel 3A maintains a premium feel while improving durability and reducing cost. Available in Just Black, Clearly White, and Purple-ish color options, the phone offers a clean, minimalist design that appeals to users who prefer understated aesthetics.

The Pixel 3A demonstrates Google's ability to create a compelling smartphone experience at a more accessible price point, without sacrificing the core features that make Pixel devices special. Its combination of excellent camera capabilities, clean software experience, and solid performance makes it an attractive option for users seeking a reliable smartphone without the premium price tag of flagship devices.""","[{""constraint_id"": ""length_constraints:number_words"", ""passed"": true}, {""constraint_id"": ""startend:quotation"", ""passed"": true}]"
1131,original,1,1,100.0,1,"PHIL LARKIN
Professional Clown & Entertainment Specialist
phone: (555) 123-4567
email: philtheclown@email.com

Section 1: PROFESSIONAL SUMMARY
Versatile and energetic professional clown with 15+ years of experience bringing joy and laughter to audiences of all ages. Certified in balloon artistry and practiced in multiple circus arts. Known for quick-thinking improvisation and ability to handle diverse crowd dynamics. Specializing in both solo performances and ensemble circus acts.

Section 2: PROFESSIONAL EXPERIENCE
Senior Clown - Circus Magnifico (2015-Present)
- Lead performer in opening and closing ceremonies
- Train junior clowns in slapstick technique and timing
- Develop original comedy routines for seasonal shows
- Manage prop inventory for 12-person clown troupe

Birthday Party Specialist - Giggles & Grins Entertainment (2008-2015)
- Performed at 200+ events annually
- Created custom entertainment packages for clients
- Maintained 98% positive customer feedback rating
- Specialized in ages 4-12 demographic

Section 3: SKILLS & CERTIFICATIONS
- Advanced Balloon Sculpting (World Balloon Association)
- Professional Face Painting Certification
- Juggling (5 objects maximum)
- Physical Comedy & Mime
- Unicycle Operation
- Basic Magic Tricks
- First Aid & CPR Certified
- Fluent in Pie Throwing

Section 4: EDUCATION & TRAINING
Ringling Bros. Clown College - Graduate, 2007
- Major: Circus Arts & Clowning
- Minor: Physical Comedy

Professional Workshops:
- Advanced Makeup Application (2019)
- Character Development Masterclass (2018)
- International Clown Convention Master Series (2016)
- Circus Safety & Risk Management (2015)","[{""constraint_id"": ""detectable_format:multiple_sections"", ""passed"": true}]"
1107,original,2,2,100.0,1,"Why did the rocket go to the doctor? Because it had launch fever! 

******

What kind of music do rockets listen to? Space rock and shooting stars!","[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""combination:two_responses"", ""passed"": true}]"
3098,original,3,3,100.0,1,"How to Level Up Your Writing Skills: A Comprehensive Guide

Every SUCCESSFUL writer knows that improving your writing skills is a continuous journey. Whether you're a student, professional, or aspiring author, developing your writing abilities can open new doors and enhance your communication effectiveness.

* Read extensively across different genres and styles
* Practice writing daily, even if it's just for 15 minutes
* Seek feedback from peers and writing communities

***

The Foundation: Reading and Analysis

The best writers are typically avid readers. When you read, pay attention to how authors structure their sentences, develop their arguments, and create compelling narratives. Make notes of phrases or techniques that resonate with you, and try to understand why they work so well.

***

PRACTICE Makes Perfect

Consistency is key when developing any skill, and writing is no exception. Set aside dedicated time each day to write. This could be journaling, blogging, or working on creative stories. The important thing is to make writing a regular habit.

***

Getting Better Through Feedback

Don't write in isolation. Join writing workshops, find a writing partner, or participate in online writing communities. Constructive criticism helps identify areas for improvement and provides new perspectives on your work. Remember, even experienced writers continue to learn and grow through feedback.","[{""constraint_id"": ""detectable_format:number_bullet_lists"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": true}, {""constraint_id"": ""change_case:capital_word_frequency"", ""passed"": true}]"
1342,original,3,2,66.66666666666667,0,"Starting your own business requires careful planning and dedication. The first step is to *identify a viable business idea* that aligns with your skills, interests, and market demands. Consider what problems you can solve for potential customers or what unique value you can offer. Research your target market thoroughly and analyze your competitors to understand where you can position yourself effectively.

***

Financial planning is crucial for business success. Create a detailed business plan that includes startup costs, operational expenses, and projected revenue. *Secure adequate funding* through savings, loans, investors, or a combination of sources. Remember to maintain separate business and personal accounts, and set aside emergency funds for unexpected challenges. Consider consulting with a financial advisor or accountant to ensure you're making sound financial decisions.

***

Building a strong online presence is essential in today's digital age. Develop a professional website, establish your brand on relevant social media platforms, and implement effective marketing strategies. *Focus on creating meaningful connections* with your target audience through valuable content and engagement. Consider investing in digital marketing tools and learning about SEO to increase your visibility.

***

Legal compliance and business structure are important considerations. Research the necessary licenses, permits, and regulations for your industry and location. Choose an appropriate business structure (sole proprietorship, LLC, corporation) based on your needs and consult with a legal professional to ensure proper documentation and protection of your interests. Additionally, invest in appropriate insurance coverage to protect your business assets.

***

Develop strong organizational and time management skills. Create efficient systems and processes for managing inventory, customer relationships, and daily operations. Consider using business management software to streamline tasks and maintain accurate records. Network with other entrepreneurs and join professional organizations to learn from their experiences and stay updated with industry trends. Remember that success rarely happens overnight, so maintain patience and persistence while continuously adapting to market changes and customer feedback.","[{""constraint_id"": ""keywords:frequency"", ""passed"": false}, {""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": true}, {""constraint_id"": ""length_constraints:number_paragraphs"", ""passed"": true}]"
2247,original,1,1,100.0,1,"ALVIN AND THE CHIPMUNKS IS AN ICONIC MUSICAL GROUP AND MEDIA FRANCHISE THAT HAS ENTERTAINED AUDIENCES FOR GENERATIONS. CREATED BY ROSS BAGDASARIAN SR. IN 1958, THE GROUP CONSISTS OF THREE ANIMATED CHIPMUNK BROTHERS: ALVIN, SIMON, AND THEODORE, WHO PERFORM UNDER THE GUIDANCE OF THEIR HUMAN FATHER FIGURE AND MANAGER, DAVID SEVILLE.

ALVIN, THE LEADER OF THE GROUP, IS KNOWN FOR HIS MISCHIEVOUS PERSONALITY AND RED CAP. HE OFTEN GETS INTO TROUBLE BUT IS CHARISMATIC AND TALENTED. SIMON, WHO WEARS GLASSES, IS THE INTELLECTUAL OF THE GROUP AND SERVES AS THE VOICE OF REASON. THEODORE, THE YOUNGEST AND CHUBBIEST OF THE THREE, IS SWEET-NATURED AND INNOCENT, OFTEN FOLLOWING HIS BROTHERS' LEAD.

THE CHIPMUNKS' UNIQUE SOUND WAS CREATED BY RECORDING VOCALS AT SLOW SPEEDS AND THEN PLAYING THEM BACK AT NORMAL SPEED, CREATING THEIR DISTINCTIVE HIGH-PITCHED VOICES. THEIR FIRST HIT SONG, ""THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),"" WON THREE GRAMMY AWARDS AND BECAME A HOLIDAY CLASSIC.

OVER THE YEARS, THE FRANCHISE HAS EXPANDED TO INCLUDE NUMEROUS ANIMATED TV SERIES, MOVIES, AND ALBUMS. THE INTRODUCTION OF THE CHIPETTES - BRITTANY, JEANETTE, AND ELEANOR - IN THE 1980S ADDED NEW DYNAMICS TO THE STORIES AND MUSIC. THE LIVE-ACTION/CGI FILMS RELEASED IN THE 2000S AND 2010S BROUGHT THE CHARACTERS TO A NEW GENERATION OF FANS.

ALVIN AND THE CHIPMUNKS CONTINUES TO BE A BELOVED PART OF POPULAR CULTURE, ENTERTAINING CHILDREN AND ADULTS ALIKE WITH THEIR CATCHY SONGS, HUMOR, AND FAMILY-FRIENDLY ADVENTURES. THEIR LEGACY AS ONE OF THE MOST SUCCESSFUL AND ENDURING CHILDREN'S ENTERTAINMENT PROPERTIES REMAINS STRONG TO THIS DAY.","[{""constraint_id"": ""change_case:english_capital"", ""passed"": true}]"
3505,original,2,2,100.0,1,"Write a pros and cons list of apple products in the style of a 19th century novelist and do not use any commas.

Dearest Reader

I must confess that I have spent many an hour contemplating the merits and shortcomings of those peculiar devices which bear the mark of the celebrated Apple company. Allow me to share with you my observations on this most fascinating matter.

VIRTUES AND ADVANTAGES:
Oh! How the craftsmanship doth shine with elegance most divine! The gleaming surfaces polished to perfection like the finest silver in a nobleman's collection. The seamless integration betwixt devices brings forth harmony as sweet as a nightingale's song. The security measures stand steadfast like the walls of a mighty fortress protecting one's most intimate correspondences. The simplicity of operation allows even the most modest of intellects to navigate with grace.

FAILINGS AND DISADVANTAGES:
Alas! The pecuniary demands of these contraptions weigh heavy upon one's purse like a stone upon a delicate flower. The rigidity of their ecosystem binds one's choices as surely as a prisoner's chains. The inability to repair one's own property strikes one as most despotic indeed! The annual ritual of new models renders perfectly serviceable devices unfashionable like last season's waistcoats. The battery life doth fade faster than a summer romance leaving one bereft of connection to the modern world.

Thus I leave you dear reader to contemplate these observations and draw your own conclusions as to the worthiness of these remarkable yet troublesome devices.

Yours most sincerely
A Humble Observer","[{""constraint_id"": ""punctuation:no_comma"", ""passed"": true}, {""constraint_id"": ""combination:repeat_prompt"", ""passed"": true}]"
3680,original,2,2,100.0,1,"Wilderness Preservation: Protecting Nature's Sacred Spaces

In an increasingly urbanized world, the preservation of wilderness areas has become more crucial than ever. These untamed landscapes, free from the knot of human development, serve as sanctuaries for countless species and provide essential ecological services that sustain life on Earth.

*The true value of wilderness lies not just in its pristine beauty, but in its ability to maintain the delicate balance of our planet's ecosystems.* These areas act as carbon sinks, water purifiers, and havens for biodiversity. When we protect wilderness, we safeguard the intricate web of life that has evolved over millions of years, ensuring that future generations can inherit a world as rich and diverse as the one we know today.

Unfortunately, human activities continue to threaten these vital spaces. Urban sprawl, resource extraction, and agricultural expansion have created a complex knot of challenges for conservationists. Despite these obstacles, dedicated individuals and organizations work tirelessly to preserve what remains of our planet's wilderness areas, understanding that once lost, these pristine environments can never truly be restored to their original state.

*The preservation of wilderness is not merely an environmental issue; it is a moral imperative that speaks to our role as stewards of the Earth.* By protecting these areas, we acknowledge that not every square inch of our planet needs to bear the mark of human influence. Wilderness areas remind us of our place in the natural world and provide opportunities for solitude, reflection, and connection with something greater than ourselves.

As we move forward in the 21st century, it becomes increasingly important to strengthen our commitment to wilderness preservation. This means supporting conservation efforts, advocating for protective legislation, and recognizing that these untamed spaces hold value beyond their potential for resource extraction or development. By preserving wilderness areas, we invest in our planet's future and maintain the natural heritage that makes Earth unique in our known universe.

The choice to protect wilderness is ultimately a choice about what kind of world we want to leave for future generations. Will it be a world where nature exists only in small, managed parcels, or one where wild spaces still thrive, allowing natural processes to unfold as they have for millennia? The answer lies in our actions today and our willingness to recognize the irreplaceable value of wilderness preservation.","[{""constraint_id"": ""keywords:frequency"", ""passed"": true}, {""constraint_id"": ""detectable_format:number_highlighted_sections"", ""passed"": true}]"
