task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_entities,modified_entities
ner,bert,casual,The festival is dedicated to world television and digital content and its creation and development.,"The annual festival, a grand and significant event, is wholeheartedly dedicated to the celebration and appreciation of world television and digital content, including the intricate processes of its creation and development.",[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,24,[],[]
ner,bert,casual,"In 1967, the park was the gathering place for a peaceful anti-war rally.","Back in 1967, the spacious park became the chosen gathering place for a large, peaceful anti-war rally, drawing numerous attendees.",[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,50,[],[]
ner,bert,casual,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park hosted a peaceful anti-war rally.",[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,59,[],[]
ner,bert,casual,This collection contains material relating to sexual health issues from 1974-2007.,Collection includes sexual health material from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,70,[],[]
ner,bert,casual,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, it was in the year 1861 that the looming and very real prospect of secession by the southern states, following closely after the pivotal 1860 presidential election, effectively removed what had been a significant and longstanding obstacle to the much-needed political change.",[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,72,[],[]
ner,bert,casual,This collection contains material relating to sexual health issues from 1974-2007.,"This particular collection, which is quite extensive, contains a wide range of material and documents that specifically relate to the important and sensitive issues of sexual health spanning from the year 1974 all the way through to 2007.",[],[],True,True,both_correct,,,,,bert_ner_results_casual.csv,73,[],[]
ner,bert,compound_word,This collection contains material relating to sexual health issues from 1974-2007.,This collection contains material relating to sexual healthcare issues from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,8,[],[]
ner,bert,compound_word,The government announced a state funeral and a day of national mourning.,The government announced a state funeral and a day of nationwide mourning.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,9,[],[]
ner,bert,compound_word,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this roadblock to political change.",[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,12,[],[]
ner,bert,compound_word,Many of the men were separated from their families and sent into the B.C.,Many of the men were separated from their families and sent into the backcountry.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,15,[],[]
ner,bert,compound_word,She has also written fiction and her work has gained awards.,She has also written fiction and her work has gained high-profile awards.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,20,[],[]
ner,bert,compound_word,The festival is dedicated to world television and digital content and its creation and development.,The festival is dedicated to world television and digital content and its creation and co-development.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,38,[],[]
ner,bert,compound_word,The same effects have also been seen in short pubertal boys.,The same effects have also been seen in short-statured pubertal boys.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,42,[],[]
ner,bert,compound_word,"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.","Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had bounced-back.",[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,50,[],[]
ner,bert,compound_word,Both versions of the band continued touring and recording new music concurrently.,Both versions of the band continued touring and recording new music side-by-side.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,57,[],[]
ner,bert,compound_word,The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of high-profile occasions.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,70,[],[]
ner,bert,compound_word,The buildings were renovated into offices in the 1980s.,The buildings were renovated into workspaces in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_compound_word.csv,81,[],[]
ner,bert,concept_replacement,She has also written fiction and her work has gained awards.,She has also authored literature and her work has earned accolades.,[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,19,[],[]
ner,bert,concept_replacement,This collection contains material relating to sexual health issues from 1974-2007.,This collection includes content pertaining to sexual health issues from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,26,[],[]
ner,bert,concept_replacement,The government announced a state funeral and a day of national mourning.,The administration proclaimed a state funeral and a day of national mourning.,[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,30,[],[]
ner,bert,concept_replacement,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park was the assembly area for a peaceful anti-war rally.",[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,38,[],[]
ner,bert,concept_replacement,The festival is dedicated to world television and digital content and its creation and development.,The festival is dedicated to world media and digital content and its creation and development.,[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,57,[],[]
ner,bert,concept_replacement,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, in 1861 the eventuality of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,62,[],[]
ner,bert,concept_replacement,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility was chock-full of individual rooms, each with its own en-suite bathroom facilities.",[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,72,[],[]
ner,bert,concept_replacement,The buildings were renovated into offices in the 1980s.,The buildings got a new lease on life as offices in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_concept_replacement.csv,84,[],[]
ner,bert,coordinating_conjunction,This collection contains material relating to sexual health issues from 1974-2007.,This collection showcases and contains material relating to sexual health issues from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_coordinating_conjunction.csv,60,[],"[{'text': 'This collection', 'value': 'NON-ENTITY'}]"
ner,bert,derivation,The government announced a state funeral and a day of national mourning.,The government announced a state funeral and a day of national grief.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,0,[],[]
ner,bert,derivation,This collection contains material relating to sexual health issues from 1974-2007.,This collection contains material about sexual health issues from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,2,[],[]
ner,bert,derivation,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, in 1861 the chance of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,5,[],[]
ner,bert,derivation,almost over 75 members of parliament join the alliance.,almost more than 75 members of parliament join the alliance.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,15,[],[]
ner,bert,derivation,"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.","Construction was basic so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,16,[],[]
ner,bert,derivation,"Less commonly, cases of hypersexuality have been reported.","Less commonly, cases of excess sexuality have been reported.",[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,17,[],[]
ner,bert,derivation,The festival is dedicated to world television and digital content and its creation and development.,The festival is dedicated to world television and digital content and its creation and growth.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,24,[],[]
ner,bert,derivation,The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,The channel has faced charges for spreading fake news and carrying out viewership fraud on a number of occasions.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,47,[],[]
ner,bert,derivation,The buildings were renovated into offices in the 1980s.,The buildings were turned into offices in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_derivation.csv,54,[],[]
ner,bert,dialectal,This collection contains material relating to sexual health issues from 1974-2007.,"This collection got materials one, talk about sexual health issues from 1974-2007 lah.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,12,[],[]
ner,bert,dialectal,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park became the gathering spot for a peaceful anti-war rally only.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,18,[],[]
ner,bert,dialectal,She has also written fiction and her work has gained awards.,"She also write fiction one, her work got awards lor.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,31,[],[]
ner,bert,dialectal,This collection contains material relating to sexual health issues from 1974-2007.,This collection is containing materials related to sexual health issues from 1974-2007 only.,[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,40,[],[]
ner,bert,dialectal,She has also written fiction and her work has gained awards.,She has also written fiction and her work has got awards.,[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,54,[],[]
ner,bert,dialectal,The festival is dedicated to world television and digital content and its creation and development.,"The festival one kind event for world television and digital content, how to make and grow it lor.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,62,[],[]
ner,bert,dialectal,The same effects have also been seen in short pubertal boys.,Same effects also can see in short pubertal boys lah.,[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,68,[],[]
ner,bert,dialectal,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park become the place where people gather for a peaceful anti-war rally lah.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,72,[],[]
ner,bert,dialectal,The buildings were renovated into offices in the 1980s.,The buildings were getting renovated into offices in the 1980s only.,[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,81,[],[]
ner,bert,dialectal,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility got all individual rooms one, each with own bathroom inside.",[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,88,[],[]
ner,bert,dialectal,The buildings were renovated into offices in the 1980s.,The buildings last time got renovated into offices in the 80s lah.,[],[],True,True,both_correct,,,,,bert_ner_results_dialectal.csv,93,[],[]
ner,bert,discourse,She has also written fiction and her work has gained awards.,"She has also written fiction, her work has gained awards.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,7,[],[]
ner,bert,discourse,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","In 1861, the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,12,[],[]
ner,bert,discourse,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility entirely comprised individual rooms, and each room had its own en-suite bathroom facilities.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,19,[],[]
ner,bert,discourse,almost over 75 members of parliament join the alliance.,"Almost over 75 members of parliament have joined the alliance, thereby strengthening its influence.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,33,[],[]
ner,bert,discourse,The government announced a state funeral and a day of national mourning.,The government announced a state funeral and consequently a day of national mourning.,[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,49,[],[]
ner,bert,discourse,The same effects have also been seen in short pubertal boys.,"The same effects have, moreover, also been seen in short pubertal boys.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,50,[],[]
ner,bert,discourse,This collection contains material relating to sexual health issues from 1974-2007.,"This collection, which spans from 1974-2007, contains material relating to sexual health issues.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,51,[],[]
ner,bert,discourse,The festival is dedicated to world television and digital content and its creation and development.,"The festival is dedicated to world television and digital content, particularly its creation and development.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,57,[],[]
ner,bert,discourse,"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.","Construction was modular in order that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,61,[],[]
ner,bert,discourse,"Less commonly, cases of hypersexuality have been reported.",Cases of hypersexuality have been reported.,[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,65,[],[]
ner,bert,discourse,Both doors are mirror images of each other and each contain the bronze University seal.,"Both doors are mirror images of each other, each contain the bronze University seal.",[],[],True,True,both_correct,,,,,bert_ner_results_discourse.csv,66,"[{'text': 'bronze University seal', 'value': 'PRODUCT'}]","[{'text': 'bronze University seal', 'value': 'PRODUCT'}]"
ner,bert,grammatical_role,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, a peaceful anti-war rally was the gathering place for the park.",[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,5,[],[]
ner,bert,grammatical_role,The buildings were renovated into offices in the 1980s.,The offices were renovated from buildings in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,41,[],[]
ner,bert,grammatical_role,This collection contains material relating to sexual health issues from 1974-2007.,Material relating to sexual health issues from 1974-2007 contains this collection.,[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,44,[],[]
ner,bert,grammatical_role,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, in 1861 this obstacle to political change removed the prospect of secession by southern states after the 1860 presidential election.",[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,49,[],[]
ner,bert,grammatical_role,"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.","Some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, so that construction was modular to be replaced later when finances had recovered.",[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,73,[],[]
ner,bert,grammatical_role,The same effects have also been seen in short pubertal boys.,Short pubertal boys have also seen the same effects.,[],[],True,True,both_correct,,,,,bert_ner_results_grammatical_role.csv,74,[],[]
ner,bert,length_bias,She has also written fiction and her work has gained awards.,She wrote fiction and won awards.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,3,[],[]
ner,bert,length_bias,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.",The 117-bed facility had individual rooms with en-suite bathrooms.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,6,[],[]
ner,bert,length_bias,The buildings were renovated into offices in the 1980s.,Buildings became offices in the '80s.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,9,[],[]
ner,bert,length_bias,The government announced a state funeral and a day of national mourning.,The government declared a state funeral and national mourning.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,19,[],[]
ner,bert,length_bias,The government announced a state funeral and a day of national mourning.,The government officially announced a state funeral and proclaimed a day of national mourning to honor the solemn occasion.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,21,[],[]
ner,bert,length_bias,The festival is dedicated to world television and digital content and its creation and development.,"The annual festival, a grand and significant event, is wholeheartedly dedicated to the celebration and appreciation of world television and digital content, including the intricate processes of its creation and development.",[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,24,[],[]
ner,bert,length_bias,"In 1967, the park was the gathering place for a peaceful anti-war rally.","Back in 1967, the spacious park became the chosen gathering place for a large, peaceful anti-war rally, drawing numerous attendees.",[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,50,[],[]
ner,bert,length_bias,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park hosted a peaceful anti-war rally.",[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,59,[],[]
ner,bert,length_bias,This collection contains material relating to sexual health issues from 1974-2007.,Collection includes sexual health material from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,70,[],[]
ner,bert,length_bias,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, it was in the year 1861 that the looming and very real prospect of secession by the southern states, following closely after the pivotal 1860 presidential election, effectively removed what had been a significant and longstanding obstacle to the much-needed political change.",[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,72,[],[]
ner,bert,length_bias,This collection contains material relating to sexual health issues from 1974-2007.,"This particular collection, which is quite extensive, contains a wide range of material and documents that specifically relate to the important and sensitive issues of sexual health spanning from the year 1974 all the way through to 2007.",[],[],True,True,both_correct,,,,,bert_ner_results_length_bias.csv,73,[],[]
ner,bert,negation,She has also written fiction and her work has gained awards.,She has also written fiction and her work has gained criticism.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,11,[],[]
ner,bert,negation,Many of the men were separated from their families and sent into the B.C.,Many of the men were united with their families and sent into the B.C.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,12,[],[]
ner,bert,negation,The buildings were renovated into offices in the 1980s.,The buildings were not renovated into offices in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,29,[],[]
ner,bert,negation,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility did not comprise individual rooms, each with its own en-suite bathroom facilities.",[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,32,[],[]
ner,bert,negation,She has also written fiction and her work has gained awards.,She has also written fiction and her work has seldom gained awards.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,35,[],[]
ner,bert,negation,Many of the men were separated from their families and sent into the B.C.,Few of the men were separated from their families and sent into the B.C.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,41,[],[]
ner,bert,negation,She has also written fiction and her work has gained awards.,She has also written fiction and her work has gained no awards.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,48,[],[]
ner,bert,negation,Many of the men were separated from their families and sent into the B.C.,None of the men were separated from their families and sent into the B.C.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,52,[],[]
ner,bert,negation,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility comprised no individual rooms, each with its own en-suite bathroom facilities.",[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,66,[],[]
ner,bert,negation,The buildings were renovated into offices in the 1980s.,The buildings were renovated into no offices in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,69,[],[]
ner,bert,negation,Many of the men were separated from their families and sent into the B.C.,Many of the men were not separated from their families and sent into the B.C.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,72,[],[]
ner,bert,negation,She has also written fiction and her work has gained awards.,She has not written fiction and her work has not gained awards.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,77,[],[]
ner,bert,negation,She has also written fiction and her work has gained awards.,She hasn't never written fiction and her work hasn't never gained awards.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,85,[],[]
ner,bert,negation,"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.","The 117-bed facility entirely lacked individual rooms, each with its own en-suite bathroom facilities.",[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,98,[],[]
ner,bert,negation,The buildings were renovated into offices in the 1980s.,The buildings were demolished into offices in the 1980s.,[],[],True,True,both_correct,,,,,bert_ner_results_negation.csv,105,[],[]
ner,bert,punctuation,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","However, in 1861 the prospect of seccession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,25,[],[]
ner,bert,punctuation,"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.","Construction was modular, so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,27,[],[]
ner,bert,punctuation,The festival is dedicated to world television and digital content and its creation and development.,The festival is dedicated to world television and digital content and its creation and developmment.,[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,31,[],[]
ner,bert,punctuation,The ability to sustain a lucrative business in bootlegging liquor was largely helped by the minimal police surveillance at the time.,"The ability to sustain a lucrative business in bootlegging liquor, was largely helped by the minimal police surveillance at the time.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,41,[],[]
ner,bert,punctuation,The government announced a state funeral and a day of national mourning.,"The government announced a state funeral, and a day of national mourning.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,50,[],[]
ner,bert,punctuation,This collection contains material relating to sexual health issues from 1974-2007.,"This collection contains material relating to sexual health issues, from 1974-2007.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,59,[],[]
ner,bert,punctuation,almost over 75 members of parliament join the alliance.,"almost over 75 members of parliament, join the alliance.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,62,[],[]
ner,bert,punctuation,The buildings were renovated into offices in the 1980s.,"The buildings were renovated into offices, in the 1980s.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,76,[],[]
ner,bert,punctuation,Many of the men were separated from their families and sent into the B.C.,"Many of the men were separated from their families, and sent into the B.C.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,81,[],[]
ner,bert,punctuation,Both doors are mirror images of each other and each contain the bronze University seal.,"Both doors are mirror images of each other, and each contain the bronze University seal.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,85,"[{'text': 'bronze University seal', 'value': 'PRODUCT'}]","[{'text': 'bronze University seal', 'value': 'PRODUCT'}]"
ner,bert,punctuation,Both versions of the band continued touring and recording new music concurrently.,Both versions of the band continued tourinng and recording new music concurrently.,[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,92,[],[]
ner,bert,punctuation,The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,The channnel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,93,[],[]
ner,bert,punctuation,"In 1967, the park was the gathering place for a peaceful anti-war rally.","In 1967, the park was the gathering place, for a peaceful anti-war rally.",[],[],True,True,both_correct,,,,,bert_ner_results_punctuation.csv,94,[],[]
ner,bert,sentiment,The government announced a state funeral and a day of national mourning.,The government solemnly announced a state funeral and a day of national mourning.,[],[],True,True,both_correct,,,,,bert_ner_results_sentiment.csv,5,[],[]
ner,bert,sentiment,This collection contains material relating to sexual health issues from 1974-2007.,This valuable collection contains material relating to sexual health issues from 1974-2007.,[],[],True,True,both_correct,,,,,bert_ner_results_sentiment.csv,6,[],[]
