task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_label,modified_label
sa,gpt4o,active_to_passive_100,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.","Our preconceived vision of the holy land and its inhabitants is transcended by this illuminating documentary, revealing the human complexities beneath.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,10,1,1
sa,gpt4o,active_to_passive_100,this isn't even madonna's swept away.,This isn't even swept away by Madonna.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,11,0,0
sa,gpt4o,active_to_passive_100,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension.,Our substantial collective fear of nuclear holocaust is exploited by K-19 to generate cheap Hollywood tension.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,12,0,0
sa,gpt4o,active_to_passive_100,"movie fans, get ready to take off... the other direction.","Movie fans, be ready to be taken off... in the other direction.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,13,0,0
sa,gpt4o,active_to_passive_100,the end result is a film that's neither.,The end result is a film that is neither admired nor enjoyed.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,14,0,0
sa,gpt4o,active_to_passive_100,"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.","The entertaining film by Charles is chronicled, which follows Seinfeld's return to stand-up comedy after his legendary sitcom wrapped up, alongside the attempts by wannabe comic Adams to get his shot at the big time.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,15,1,1
sa,gpt4o,active_to_passive_100,"entertains by providing good, lively company.","Good, lively company is provided for entertainment.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,16,1,1
sa,gpt4o,active_to_passive_100,"a very well-made, funny and entertaining picture.","A picture that is very well-made, funny, and entertaining.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,17,1,1
sa,gpt4o,active_to_passive_100,"it's played in the most straight-faced fashion, with little humor to lighten things up.","It is played in the most straight-faced fashion, with little humor being used to lighten things up.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,18,0,0
sa,gpt4o,active_to_passive_100,"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth sleight of hand.","No sophomore slump is experienced by director Sam Mendes, who is segued from Oscar winner to Oscar-winning potential with a smooth sleight of hand.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,19,1,1
sa,gpt4o,active_to_passive_100,it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight.,Fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight is confirmed by it.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,20,1,1
sa,gpt4o,active_to_passive_100,oh come on.,"Oh, it is insisted upon.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,21,0,0
sa,gpt4o,active_to_passive_100,"a warm, funny, engaging film.","A film that is warm, funny, and engaging.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,22,1,1
sa,gpt4o,active_to_passive_100,"visually rather stunning, but ultimately a handsome-looking bore, the true creativity would have been to hide treasure planet entirely and completely reimagine it.","Visually considered rather stunning, but ultimately a handsome-looking bore, it would have been true creativity to have Treasure Planet entirely hidden and completely reimagined.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,23,0,0
sa,gpt4o,active_to_passive_100,the draw (for `` big bad love '') is a solid performance by arliss howard.,The draw (for'Big Bad Love') is characterized by a solid performance that is given by Arliss Howard.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,24,1,1
sa,gpt4o,active_to_passive_100,"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","The intensity of the film is kept high by the vitality of the actors, even as the strafings are blended together.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,27,1,1
sa,gpt4o,active_to_passive_100,coughs and sputters on its own postmodern conceit.,Is coughed and sputtered on by its own postmodern conceit.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,28,0,0
sa,gpt4o,active_to_passive_100,among the year's most intriguing explorations of alientation.,"Among the year's explorations of alienation, this is considered one of the most intriguing.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,29,1,1
sa,gpt4o,active_to_passive_100,lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class.,The ability of LaPaglia to convey grief and hope is worked with by Weaver's sensitive reactions to make this a master class of two actors.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,30,1,1
sa,gpt4o,active_to_passive_100,"outer-space buffs might love this film, but others will find its pleasures intermittent.","This film might be loved by outer-space buffs, but its pleasures will be found intermittent by others.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,31,0,0
sa,gpt4o,active_to_passive_100,enormously entertaining for moviegoers of any age.,Found enormously entertaining by moviegoers of any age.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,32,1,1
sa,gpt4o,active_to_passive_100,villeneuve spends too much time wallowing in bibi's generic angst (there are a lot of shots of her gazing out windows).,Too much time is spent by Villeneuve wallowing in Bibi's generic angst (there are a lot of shots of her being gazed out of windows).,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,33,0,0
sa,gpt4o,active_to_passive_100,"it doesn't believe in itself, it has no sense of humor... it's just plain bored.","Belief in itself is not present, a sense of humor is absent... it is just made plain bored.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,34,0,0
sa,gpt4o,active_to_passive_100,it's a stunning lyrical work of considerable force and truth.,It is considered a stunning lyrical work of considerable force and truth.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,35,1,1
sa,gpt4o,active_to_passive_100,"and when you're talking about a slapstick comedy, that's a pretty big problem.","and when a slapstick comedy is being talked about, that's a pretty big problem.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,36,0,0
sa,gpt4o,active_to_passive_100,late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,It is unlikely that the stiffness of late marriage will demonstrate the emotional clout to sweep U.S. viewers off their feet.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,37,0,0
sa,gpt4o,active_to_passive_100,blanchett's performance confirms her power once again.,Blanchett's power is confirmed by her performance once again.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,38,1,1
sa,gpt4o,active_to_passive_100,"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.","The humanity is sucked from the film by Nelson's brutally unsentimental approach, leaving behind a spectacle that is horrific but weirdly unemotional.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,39,0,0
sa,gpt4o,active_to_passive_100,"so, too, is this comedy about mild culture clashing in today's new delhi.","So, too, is this comedy about mild culture being clashed in today's New Delhi.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,40,1,1
sa,gpt4o,active_to_passive_100,the cold turkey would've been a far better title.,A far better title would have been given by'the cold turkey'.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,41,0,0
sa,gpt4o,active_to_passive_100,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts.,The overall effect is less like a children's movie than it is like a recruitment film for future Hollywood sellouts.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,42,0,0
sa,gpt4o,active_to_passive_100,"a misogynistic piece of filth that attempts to pass itself off as hip, young adult entertainment.","A piece of filth that is misogynistic and attempts to be passed off as hip, young adult entertainment.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,43,0,0
sa,gpt4o,active_to_passive_100,"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.","The acting, costumes, music, cinematography, and sound were all found to be astounding, given the production's austere locales.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,44,1,1
sa,gpt4o,active_to_passive_100,the film tries too hard to be funny and tries too hard to be hip.,Too hard is tried by the film to be funny and too hard is tried to be hip.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,45,0,0
sa,gpt4o,active_to_passive_100,"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system.","The special effects and many scenes of weightlessness are looked upon as good or better than those in the original, while the Oscar-winning sound and James Horner's rousing score are made to take good advantage of the hefty audio system.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,46,1,1
sa,gpt4o,active_to_passive_100,like you couldn't smell this turkey rotting from miles away.,It's like this turkey couldn't be smelled rotting from miles away.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,47,0,0
sa,gpt4o,active_to_passive_100,detox is ultimately a pointless endeavor.,Detox is ultimately considered a pointless endeavor.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,49,0,0
sa,gpt4o,active_to_passive_100,"the result is a gaudy bag of stale candy, something from a halloween that died.","A gaudy bag of stale candy is the result, something from a Halloween that died.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,51,0,0
sa,gpt4o,active_to_passive_100,"the words, ` frankly, my dear, i don't give a damn, ' have never been more appropriate.","The words,'frankly, my dear, I don't give a damn,' have never been deemed more appropriate.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,52,0,0
sa,gpt4o,active_to_passive_100,you wonder why enough wasn't just a music video rather than a full-length movie.,It is wondered why just a music video was not enough rather than a full-length movie.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,53,0,0
sa,gpt4o,active_to_passive_100,turns potentially forgettable formula into something strangely diverting.,Potentially forgettable formula is turned into something strangely diverting.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,54,1,1
sa,gpt4o,active_to_passive_100,does little more than play an innocuous game of fill-in - the-blanks with a tragic past.,Little more is done than playing an innocuous game of fill-in-the-blanks with a tragic past.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,55,0,0
sa,gpt4o,active_to_passive_100,a film about a young man finding god that is accessible and touching to the marrow.,A film about a young man being found by God that is made accessible and touching to the marrow.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,56,1,1
sa,gpt4o,active_to_passive_100,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.","Mattei is seen as tiresomely grave and long-winded, as if profundity were indicated by circularity itself.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,57,0,0
sa,gpt4o,active_to_passive_100,"it will grip even viewers who aren't interested in rap, as it cuts to the heart of american society in an unnerving way.","Even viewers who are not interested in rap will be gripped, as the heart of American society is cut to in an unnerving way.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,60,1,1
sa,gpt4o,active_to_passive_100,"some of their jokes work, but most fail miserably and in the end, pumpkin is far more offensive than it is funny.","Some of their jokes are found to work, but most are failed miserably and in the end, pumpkin is considered far more offensive than it is found to be funny.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,61,0,0
sa,gpt4o,active_to_passive_100,don't be fooled by the impressive cast list - eye see you is pure junk.,Don't be fooled by the impressive cast list - Eye See You is considered pure junk.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,62,0,0
sa,gpt4o,active_to_passive_100,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,"The hopes and dreams of little boys on baseball fields are captured so perfectly by few films, as well as by the grown men who sit in the stands.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,63,1,1
sa,gpt4o,active_to_passive_100,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,"The corpus collosum -- while undeniably interesting -- had its welcome worn out well before the end credits rolled, about 45 minutes in.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,64,0,0
sa,gpt4o,active_to_passive_100,"what is 100 % missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting.","What is 100% missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting to be seen.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,65,0,0
sa,gpt4o,active_to_passive_100,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes.,No screen fantasy-adventure in recent memory has been showcased with the showmanship of the last 45 minutes of clones.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,66,1,1
sa,gpt4o,active_to_passive_100,a good piece of work more often than not.,A piece of work is considered good more often than not.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,67,1,1
sa,gpt4o,active_to_passive_100,"like mike is a winner for kids, and no doubt a winner for lil bow wow, who can now add movies to the list of things he does well.","Like Mike is considered a winner for kids, and no doubt a winner for Lil Bow Wow, who can now have movies added to the list of things he does well.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,68,1,1
sa,gpt4o,active_to_passive_100,"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.","Nothing outstanding is presented by this film, but it is considered good enough and is likely to be appreciated most by sailors and folks who are knowledgeable about submarines.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,69,1,1
sa,gpt4o,active_to_passive_100,manages to show life in all of its banality when the intention is quite the opposite.,Life is shown in all of its banality when the intention is quite the opposite.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,70,0,0
sa,gpt4o,active_to_passive_100,"the lion king was a roaring success when it was released eight years ago, but on imax it seems better, not just bigger.","The Lion King had been met with roaring success when it was released eight years ago, but on IMAX, it is perceived as better, not just bigger.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,71,1,1
sa,gpt4o,active_to_passive_100,it's a beautiful madness.,A beautiful madness is being experienced.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,72,1,1
sa,gpt4o,active_to_passive_100,"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","A broad, melodramatic estrogen opera that is considered pretty toxic in its own right.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,73,0,0
sa,gpt4o,active_to_passive_100,"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.","Aside from minor tinkering, this movie, which you probably loved in 1994, is the same, except that it is made to look even better.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,75,1,1
sa,gpt4o,active_to_passive_100,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,It appears that the entire budget was blown by Taylor on soundtrack rights and nothing was left over for jokes.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,76,0,0
sa,gpt4o,active_to_passive_100,"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.","Whether the film by writer-director Anne Fontaine is seen as a ghost story, an account of a nervous breakdown, a trip down memory lane, all three, or none of the above, it is considered as seductive as it is haunting.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,77,1,1
sa,gpt4o,active_to_passive_100,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons.,It deserves to be seen by anyone with even a passing interest in the events that are shaping the world beyond their own horizons.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,78,1,1
sa,gpt4o,active_to_passive_100,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential.","At times, the suspense can be felt as palpable, but by the end, it is sensed that the crux of the mystery is hinged on a technicality that strains credulity and the viewer is left haunted by the waste of potential.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,79,0,0
sa,gpt4o,active_to_passive_100,"instead of a hyperbolic beat-charged urban western, it's an unpretentious, sociologically pointed slice of life.","Instead of being a hyperbolic beat-charged urban western, it is seen as an unpretentious, sociologically pointed slice of life.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,81,1,1
sa,gpt4o,active_to_passive_100,"for this reason and this reason only -- the power of its own steadfast, hoity-toity convictions -- chelsea walls deserves a medal.","For this reason and this reason only -- the power of its own steadfast, hoity-toity convictions -- a medal is deserved by Chelsea Walls.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,82,1,1
sa,gpt4o,active_to_passive_100,a marvel like none you've seen.,A marvel like none that has been seen by you.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,83,1,1
sa,gpt4o,active_to_passive_100,"this is a good script, good dialogue, funny even for adults.","This script is considered good, the dialogue is seen as good, and it is found funny even by adults.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,86,1,1
sa,gpt4o,active_to_passive_100,"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.","This re-do is seen as so dumb and is considered so exploitative in its violence that, ironically, it becomes everything against which the rather clumsy original was railing.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,87,0,0
sa,gpt4o,active_to_passive_100,like being trapped at a perpetual frat party... how can something so gross be so boring?,Being trapped at a perpetual frat party is like... how can something so gross be made so boring?,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,88,0,0
sa,gpt4o,active_to_passive_100,"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.","A densely constructed, highly referential film, and an audacious return to form that can be comfortably seated among Jean-Luc Godard's finest works.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,89,1,1
sa,gpt4o,active_to_passive_100,"(t) here's only so much anyone can do with a florid, overplotted, anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them.","There is only so much that can be done by anyone with a florid, overplotted, Anne Rice rock'n' roll vampire novel before the built-in silliness of the whole affair defeats them.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,91,0,0
sa,gpt4o,active_to_passive_100,"there are simply too many ideas floating around -- part farce, part sliding doors, part pop video -- and yet failing to exploit them.","There are simply too many ideas being floated around -- part farce, part sliding doors, part pop video -- and yet they are not being exploited.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,92,0,0
sa,gpt4o,active_to_passive_100,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,A fatal mistake is made by the film: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,93,0,0
sa,gpt4o,active_to_passive_100,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor.,Stereotypes are used in a delightful blend of sweet romance and lovingly dished out humor in My Big Fat Greek Wedding.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,94,1,1
sa,gpt4o,active_to_passive_100,"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.","It is felt like an after-school special that has been gussied up with some fancy special effects, and having its rote plot points connected is about as exciting as being gazed at an egg timer for 93 minutes.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,95,0,0
sa,gpt4o,active_to_passive_100,there's a wickedly subversive bent to the best parts of birthday girl.,A wickedly subversive bent is present in the best parts of Birthday Girl.,1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,96,1,1
sa,gpt4o,active_to_passive_100,"neither parker nor donovan is a typical romantic lead, but they bring a fresh, quirky charm to the formula.","A fresh, quirky charm is brought to the formula by neither Parker nor Donovan, who are not typical romantic leads.",1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,97,1,1
sa,gpt4o,active_to_passive_100,` de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around. ',`De Niro... is seen as a veritable source of sincere passion around which this Hollywood contrivance orbits.',1,1,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,98,1,1
sa,gpt4o,active_to_passive_100,"in its best moments, resembles a bad high school production of grease, without benefit of song.","In its best moments, it is resembled by a bad high school production of Grease, without the benefit of song.",0,0,True,True,both_correct,,,,,gpt4o-0shot-active_to_passive_100.csv,99,0,0
sa,gpt4o,capitalization_100,this movie is maddening.,THIS movie is maddening.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,0,0,0
sa,gpt4o,capitalization_100,"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.","this re-do is so dumb and so EXPLOITATIVE in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.",0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,1,0,0
sa,gpt4o,capitalization_100,no aspirations to social import inform the movie version.,NO aspirations to social import inform the movie version.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,2,0,0
sa,gpt4o,capitalization_100,teen movies have really hit the skids.,TEEN movies have really hit the skids.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,3,0,0
sa,gpt4o,capitalization_100,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,TAYLOR appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,4,0,0
sa,gpt4o,capitalization_100,just one bad idea after another.,JUST one bad idea after another.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,5,0,0
sa,gpt4o,capitalization_100,too much of it feels unfocused and underdeveloped.,TOO much of it feels unfocused and underdeveloped.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,6,0,0
sa,gpt4o,capitalization_100,indifferently implausible popcorn programmer of a movie.,INDIFFERENTLY implausible popcorn programmer of a movie.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,7,0,0
sa,gpt4o,capitalization_100,"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.","it has its moments of swaggering camaraderie, but more often just feels GENERIC, derivative and done to death.",0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,8,0,0
sa,gpt4o,capitalization_100,a valueless kiddie paean to pro basketball underwritten by the nba.,a valueless kiddie paean to pro basketball underwritten by the NBA.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,9,0,0
sa,gpt4o,capitalization_100,"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it takes a strange kind of LAZINESS to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,10,0,0
sa,gpt4o,capitalization_100,"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.","WITHOUT non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m is just another winter sleepers.",0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,11,0,0
sa,gpt4o,capitalization_100,"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?","SLAPSTICK buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?",0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,12,0,0
sa,gpt4o,capitalization_100,the cold turkey would've been a far better title.,THE cold turkey would've been a far better title.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,13,0,0
sa,gpt4o,capitalization_100,the character of zigzag is not sufficiently developed to support a film constructed around him.,the character of ZIGZAG is not sufficiently developed to support a film constructed around him.,0,0,True,True,both_correct,,,,,gpt4o-0shot-capitalization_100.csv,14,0,0
